Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Has_CreditCard,LoanAmount,Loan_Amount_Term,Owns_House,Property_Area,Loan_Status
Male,Yes,3,Not Graduate,No,18523.0,19220.0,Yes,490,240,0,Semiurban,Y
Female,No,1,Not Graduate,No,70028.0,39081.0,Yes,511,120,0,Urban,N
Male,No,2,Not Graduate,No,39389.0,18501.0,Yes,94,60,1,Rural,Y
Female,Yes,2,Not Graduate,No,11918.0,42094.0,Yes,485,300,0,Urban,N
Male,Yes,1,Not Graduate,No,49610.0,28673.0,Yes,224,300,0,Urban,N
Female,Yes,1,Graduate,No,48821.0,30622.0,Yes,594,120,0,Rural,N
Other,No,1,Not Graduate,No,29185.0,2717.0,Yes,433,240,1,Semiurban,N
Other,Yes,3,Not Graduate,No,24402.0,24510.0,Yes,457,180,0,Semiurban,N
Other,Yes,3,Not Graduate,Yes,32576.0,22798.0,Yes,596,180,1,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,26134.0,23825.0,Yes,241,60,1,Rural,Y
Female,Yes,0,Graduate,Yes,52239.0,27167.0,Yes,134,300,1,Semiurban,Y
Other,No,0,Not Graduate,Yes,33505.0,47373.0,Yes,662,360,0,Rural,N
Other,No,2,Graduate,Yes,4268.0,30225.4,Yes,513,240,0,Semiurban,N
Male,Yes,1,Not Graduate,No,74097.0,10961.0,Yes,365,360,0,Rural,N
Male,No,1,Not Graduate,No,67624.0,36147.0,Yes,78,300,1,Urban,Y
Male,No,3,Graduate,Yes,58197.0,14349.0,Yes,323,60,1,Rural,Y
Other,No,0,Graduate,No,14271.0,44517.0,Yes,235,60,0,Rural,N
Other,Yes,1,Not Graduate,Yes,10512.0,46797.0,Yes,97,240,0,Urban,Y
Other,No,2,Not Graduate,No,71336.0,34337.0,Yes,316,180,1,Rural,Y
Male,No,1,Not Graduate,No,66968.0,20309.0,Yes,436,60,1,Rural,Y
Female,Yes,3,Not Graduate,Yes,63757.0,17871.0,Yes,195,180,1,Semiurban,Y
Other,Yes,3,Not Graduate,Yes,24422.0,25143.0,Yes,65,60,1,Rural,Y
Female,No,0,Not Graduate,Yes,57040.0,20207.0,Yes,346,360,1,Rural,Y
Female,No,2,Graduate,No,15764.0,3504.0,Yes,498,240,0,Semiurban,Y
Female,Yes,2,Not Graduate,Yes,37769.4,2622.0,Yes,604,60,0,Urban,N
Male,Yes,1,Not Graduate,No,69679.0,38287.0,Yes,476,300,1,Urban,Y
Female,Yes,2,Not Graduate,No,32213.0,29477.0,Yes,396,120,0,Rural,Y
Other,Yes,1,Graduate,No,13806.0,25775.4,Yes,336,60,1,Urban,Y
Male,No,1,Graduate,No,10094.0,13055.0,Yes,542,60,0,Semiurban,Y
Other,Yes,0,Graduate,Yes,58597.0,37997.0,Yes,333,60,1,Rural,Y
Other,No,2,Not Graduate,Yes,19158.0,21585.0,Yes,612,60,0,Rural,N
Male,No,3,Graduate,Yes,63833.0,27309.0,Yes,588,120,0,Rural,N
Other,No,1,Not Graduate,Yes,30209.0,10864.0,Yes,570,120,1,Urban,Y
Other,Yes,1,Not Graduate,No,16763.0,21781.0,Yes,426,60,0,Urban,N
Male,Yes,1,Not Graduate,Yes,39256.0,29052.0,Yes,429,300,1,Urban,Y
Other,No,2,Not Graduate,Yes,62191.0,12597.0,Yes,471,120,1,Urban,Y
Female,No,2,Not Graduate,Yes,45105.0,541.0,Yes,268,360,0,Urban,N
Other,No,2,Not Graduate,Yes,57410.0,37630.0,Yes,106,180,0,Semiurban,N
Female,No,1,Not Graduate,No,16510.0,31983.0,Yes,163,120,1,Semiurban,Y
Other,No,3,Graduate,No,70344.0,9398.0,Yes,295,180,0,Urban,N
Male,Yes,3,Graduate,No,24864.0,24759.0,Yes,524,60,0,Semiurban,N
Male,Yes,2,Graduate,No,68945.0,24105.0,Yes,117,60,0,Urban,N
Other,Yes,3,Not Graduate,Yes,3645.0,40948.0,Yes,107,360,0,Rural,N
Male,No,1,Graduate,No,64264.0,21118.0,Yes,353,240,0,Semiurban,N
Other,No,2,Not Graduate,Yes,16926.0,13748.0,Yes,364,60,0,Rural,N
Male,Yes,2,Graduate,Yes,4113.0,21073.0,Yes,125,240,1,Urban,N
Female,Yes,1,Graduate,Yes,55739.0,42216.0,Yes,352,300,1,Semiurban,Y
Other,No,2,Not Graduate,Yes,52213.0,14132.0,Yes,672,180,0,Semiurban,Y
Female,Yes,1,Graduate,No,28811.0,10943.0,Yes,673,300,0,Rural,Y
Other,Yes,3,Graduate,Yes,7592.0,39919.0,Yes,525,300,1,Semiurban,N
Female,No,2,Graduate,No,27552.0,31081.0,Yes,51,60,0,Urban,N
Other,No,2,Graduate,No,64898.0,36548.0,Yes,89,360,1,Semiurban,Y
Other,No,0,Not Graduate,Yes,22744.0,16255.0,Yes,106,60,0,Semiurban,N
Other,Yes,3,Graduate,No,25046.0,30888.0,Yes,561,120,0,Semiurban,N
Male,Yes,1,Graduate,Yes,67932.0,31608.0,Yes,61,120,1,Urban,Y
Other,No,0,Not Graduate,No,26084.0,9401.0,Yes,507,360,1,Urban,Y
Other,No,3,Graduate,Yes,39398.0,54400.0,Yes,373,180,1,Urban,Y
Female,No,2,Graduate,Yes,35477.0,45694.0,Yes,635,240,1,Rural,Y
Other,Yes,2,Not Graduate,Yes,72405.0,32421.0,Yes,590,360,0,Urban,N
Male,Yes,1,Graduate,Yes,8200.0,49625.0,Yes,141,240,1,Semiurban,Y
Female,Yes,1,Graduate,No,5039.0,40057.0,Yes,388,360,0,Semiurban,N
Female,No,3,Not Graduate,No,64356.0,19163.0,Yes,420,360,0,Rural,N
Male,Yes,3,Not Graduate,No,9634.0,5036.0,Yes,668,300,0,Semiurban,N
Female,Yes,1,Not Graduate,No,67899.0,48918.0,Yes,305,300,1,Rural,Y
Female,Yes,3,Not Graduate,Yes,4724.0,31657.0,Yes,550,300,1,Urban,N
Female,Yes,1,Graduate,Yes,5455.0,20726.0,Yes,147,360,0,Rural,Y
Female,No,2,Not Graduate,No,57447.0,26517.0,Yes,95,300,0,Semiurban,Y
Male,No,1,Not Graduate,No,29612.0,12475.0,Yes,69,60,1,Rural,N
Male,No,0,Graduate,No,43456.0,11547.0,Yes,108,360,1,Semiurban,Y
Female,Yes,1,Not Graduate,No,45773.0,25132.0,Yes,289,300,1,Urban,Y
Female,Yes,1,Not Graduate,No,6061.0,17242.4,Yes,425,240,0,Rural,N
Male,Yes,0,Graduate,Yes,35001.0,23417.0,Yes,85,180,1,Urban,Y
Male,No,0,Not Graduate,No,13586.0,37110.0,Yes,562,300,1,Semiurban,Y
Female,No,0,Graduate,Yes,48209.0,30032.0,Yes,232,60,1,Semiurban,Y
Other,No,3,Not Graduate,No,61434.0,42786.0,Yes,436,120,1,Semiurban,Y
Male,Yes,0,Graduate,No,38656.0,29948.8,Yes,134,180,0,Semiurban,Y
Female,No,2,Graduate,No,56595.0,28651.0,Yes,496,300,1,Urban,Y
Male,No,1,Not Graduate,Yes,7006.0,24570.0,Yes,643,240,1,Urban,Y
Female,No,3,Not Graduate,No,20470.0,6415.0,Yes,277,300,0,Urban,N
Male,Yes,2,Not Graduate,No,25894.0,34662.0,Yes,98,60,1,Urban,Y
Female,No,1,Graduate,Yes,20398.0,38227.0,Yes,351,360,1,Rural,Y
Other,No,1,Not Graduate,Yes,48332.0,26328.0,Yes,665,120,0,Semiurban,N
Other,No,2,Not Graduate,Yes,33780.0,3518.0,Yes,114,180,1,Rural,Y
Male,Yes,0,Graduate,Yes,45086.0,38449.0,Yes,518,240,1,Rural,N
Female,Yes,0,Not Graduate,No,29506.0,21460.0,Yes,421,120,0,Semiurban,N
Female,No,2,Not Graduate,Yes,54020.0,42440.0,Yes,589,240,0,Urban,N
Male,No,3,Not Graduate,Yes,16985.0,29396.0,Yes,643,120,0,Rural,N
Female,No,0,Graduate,Yes,4462.0,49797.0,Yes,526,300,1,Semiurban,N
Female,Yes,1,Not Graduate,Yes,53076.2,13704.0,Yes,58,360,0,Rural,N
Male,No,3,Not Graduate,No,39777.0,1698.0,Yes,211,120,0,Rural,N
Female,Yes,1,Graduate,Yes,14322.0,19954.0,Yes,453,240,1,Urban,N
Male,No,0,Not Graduate,No,30762.0,45573.0,Yes,692,300,1,Semiurban,N
Female,Yes,3,Graduate,No,17538.0,36194.0,Yes,690,180,1,Semiurban,N
Other,Yes,0,Graduate,No,60125.0,44664.0,Yes,355,180,1,Urban,N
Female,No,3,Graduate,Yes,6177.0,11416.0,Yes,697,60,1,Rural,Y
Male,Yes,2,Graduate,No,30502.0,45384.0,Yes,146,300,1,Semiurban,Y
Other,No,1,Graduate,Yes,22249.0,21169.0,Yes,539,60,0,Urban,N
Female,Yes,3,Not Graduate,Yes,6197.0,4574.0,Yes,570,180,0,Semiurban,N
Other,Yes,2,Graduate,No,38229.0,33158.0,Yes,327,240,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,27166.0,47678.0,Yes,551,60,1,Rural,N
Other,No,2,Not Graduate,No,72117.0,12699.0,Yes,545,360,1,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,11692.0,17665.0,Yes,536,60,0,Rural,N
Female,Yes,3,Graduate,No,4775.0,15936.0,Yes,372,300,0,Semiurban,N
Female,No,3,Not Graduate,Yes,35656.0,29540.0,Yes,258,360,1,Semiurban,N
Male,No,1,Not Graduate,No,3606.0,16890.0,Yes,58,360,0,Semiurban,Y
Other,No,1,Not Graduate,Yes,60281.0,34490.0,Yes,352,300,1,Urban,Y
Male,Yes,3,Graduate,Yes,10375.0,46999.0,Yes,341,120,0,Rural,N
Male,No,0,Not Graduate,No,3819.0,17341.0,Yes,403,240,0,Urban,N
Other,No,0,Graduate,Yes,34373.0,38626.0,Yes,51,300,0,Semiurban,N
Male,Yes,3,Graduate,Yes,3783.0,26310.0,Yes,524,240,0,Rural,N
Female,No,0,Not Graduate,No,53998.0,39205.0,Yes,557,360,1,Urban,Y
Female,No,3,Not Graduate,No,10560.0,49914.0,Yes,113,360,1,Urban,Y
Female,No,1,Graduate,No,32168.0,5596.0,Yes,459,120,1,Rural,Y
Male,No,0,Graduate,No,68927.0,5949.0,Yes,680,360,1,Rural,Y
Female,Yes,1,Not Graduate,No,27264.0,46784.0,Yes,160,300,1,Urban,Y
Female,No,2,Not Graduate,Yes,49801.0,30386.0,Yes,467,240,1,Rural,Y
Female,No,1,Not Graduate,No,50359.0,6621.0,Yes,257,120,0,Semiurban,N
Female,No,2,Not Graduate,Yes,31036.0,27116.6,Yes,141,60,1,Urban,N
Female,No,1,Not Graduate,Yes,8318.0,2889.0,Yes,127,300,0,Rural,N
Female,No,1,Graduate,Yes,66371.0,40545.0,Yes,567,240,0,Rural,N
Male,No,0,Graduate,Yes,57714.0,17726.0,Yes,95,240,0,Rural,Y
Female,Yes,1,Graduate,Yes,33544.0,29205.4,Yes,674,180,0,Semiurban,Y
Female,Yes,3,Graduate,No,23823.0,39983.0,Yes,577,180,0,Urban,N
Other,Yes,0,Graduate,No,52828.0,28656.0,Yes,300,300,0,Semiurban,N
Male,No,0,Not Graduate,No,19978.0,9828.0,Yes,503,120,0,Rural,N
Male,No,0,Graduate,No,31460.0,28085.0,Yes,505,240,0,Urban,N
Male,No,1,Not Graduate,No,47111.0,23002.0,Yes,299,240,0,Rural,N
Male,Yes,0,Graduate,No,6324.0,15281.0,Yes,609,300,0,Urban,Y
Female,No,2,Graduate,Yes,58578.0,31471.0,Yes,674,120,1,Rural,N
Female,Yes,2,Not Graduate,No,5934.0,7753.0,Yes,225,60,1,Semiurban,N
Other,No,1,Graduate,No,8033.0,8741.0,Yes,659,360,0,Semiurban,N
Other,No,0,Graduate,No,9086.0,2005.0,Yes,461,60,0,Urban,N
Male,Yes,3,Graduate,No,40101.0,27141.0,Yes,463,120,0,Semiurban,N
Other,Yes,3,Graduate,No,46945.0,41718.0,Yes,334,360,1,Urban,Y
Other,Yes,2,Not Graduate,Yes,21894.0,49475.0,Yes,524,240,0,Rural,Y
Male,Yes,1,Graduate,Yes,64113.0,7364.0,Yes,355,180,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,37894.0,10117.0,Yes,564,180,0,Rural,N
Other,Yes,1,Graduate,No,5887.0,24686.0,Yes,498,300,0,Semiurban,N
Female,No,1,Graduate,No,32230.4,1823.0,Yes,272,60,0,Rural,Y
Other,Yes,1,Graduate,No,21015.0,20005.0,Yes,330,120,0,Semiurban,N
Other,No,0,Graduate,Yes,20789.0,1138.0,Yes,626,120,0,Semiurban,N
Female,No,0,Graduate,Yes,59784.0,34488.0,Yes,256,360,1,Rural,Y
Female,No,0,Graduate,No,9115.0,49875.0,Yes,428,300,1,Semiurban,N
Male,No,3,Not Graduate,No,31821.0,23015.0,Yes,531,120,0,Urban,N
Male,No,0,Not Graduate,Yes,25879.0,2412.0,Yes,672,300,1,Rural,N
Other,Yes,1,Not Graduate,Yes,56642.0,13795.0,Yes,323,360,1,Urban,Y
Female,Yes,1,Graduate,Yes,63780.0,33534.0,Yes,330,60,0,Urban,N
Male,Yes,3,Graduate,No,52157.0,13119.0,Yes,405,240,0,Rural,N
Other,No,3,Not Graduate,Yes,35717.0,11573.0,Yes,434,300,0,Urban,N
Female,Yes,2,Not Graduate,No,63262.0,43120.0,Yes,186,180,0,Urban,N
Other,No,3,Not Graduate,No,43971.0,9485.0,Yes,218,240,1,Urban,Y
Male,No,2,Not Graduate,No,74040.0,26943.0,Yes,327,120,0,Urban,N
Male,No,0,Graduate,Yes,66823.0,4017.0,Yes,279,60,0,Urban,N
Female,No,1,Not Graduate,Yes,27742.0,37038.0,Yes,543,360,1,Rural,Y
Other,Yes,2,Graduate,Yes,29520.0,23570.0,Yes,243,360,0,Rural,N
Female,Yes,2,Not Graduate,Yes,17833.0,46282.0,Yes,538,180,1,Urban,Y
Male,Yes,2,Graduate,No,54347.0,24512.0,Yes,325,300,0,Urban,N
Male,Yes,3,Graduate,No,64475.0,28797.0,Yes,264,180,1,Urban,Y
Other,Yes,3,Graduate,No,11143.0,9186.0,Yes,251,300,0,Urban,N
Other,No,3,Graduate,No,51538.0,46546.0,Yes,625,180,0,Rural,N
Other,Yes,2,Not Graduate,Yes,66795.0,22781.0,Yes,111,180,0,Rural,N
Female,No,0,Graduate,No,20239.0,34619.0,Yes,182,360,0,Urban,N
Other,No,1,Graduate,Yes,30240.0,27552.0,Yes,169,300,0,Urban,N
Other,No,3,Not Graduate,No,3553.0,6910.0,Yes,206,180,1,Rural,Y
Male,Yes,0,Not Graduate,Yes,27518.0,3871.0,Yes,338,60,0,Urban,N
Male,No,3,Not Graduate,No,16612.0,14627.0,Yes,405,60,1,Urban,Y
Other,Yes,2,Graduate,Yes,28804.0,28586.0,Yes,508,60,1,Semiurban,Y
Male,No,2,Not Graduate,No,44154.0,45254.0,Yes,461,60,0,Urban,Y
Other,No,3,Graduate,Yes,43106.0,9414.0,Yes,551,60,0,Urban,N
Female,No,1,Not Graduate,No,58146.0,40749.0,Yes,556,360,0,Rural,N
Female,Yes,3,Graduate,Yes,12617.0,25516.0,Yes,323,360,1,Urban,Y
Female,No,1,Not Graduate,Yes,18398.0,44211.0,Yes,280,360,1,Urban,N
Other,No,0,Not Graduate,Yes,5693.0,39129.0,Yes,627,360,0,Urban,N
Male,Yes,3,Not Graduate,Yes,33971.0,47733.0,Yes,277,180,1,Semiurban,Y
Other,Yes,1,Not Graduate,No,70507.0,49969.0,Yes,479,60,1,Rural,Y
Other,No,0,Graduate,Yes,57554.0,47936.0,Yes,194,180,0,Urban,N
Male,Yes,0,Not Graduate,Yes,72309.0,20300.0,Yes,210,60,0,Urban,Y
Male,Yes,2,Graduate,Yes,43677.0,7487.0,Yes,338,360,1,Rural,Y
Male,Yes,0,Graduate,Yes,30923.0,34838.0,Yes,401,180,1,Semiurban,Y
Female,Yes,2,Not Graduate,No,52838.0,8828.0,Yes,133,180,1,Semiurban,Y
Other,Yes,0,Not Graduate,Yes,70603.0,48211.0,Yes,583,300,0,Semiurban,N
Male,Yes,0,Graduate,No,25291.0,37574.0,Yes,174,120,1,Semiurban,N
Other,Yes,1,Graduate,No,31497.0,6842.0,Yes,230,300,1,Urban,Y
Female,No,1,Graduate,Yes,34969.0,43336.0,Yes,542,240,1,Urban,Y
Female,Yes,2,Graduate,Yes,45084.0,20059.0,Yes,479,300,0,Urban,N
Male,Yes,3,Graduate,Yes,19677.0,40629.0,Yes,93,120,0,Semiurban,N
Male,Yes,1,Not Graduate,Yes,33245.0,48866.0,Yes,419,120,0,Urban,N
Other,No,0,Not Graduate,No,56312.0,31430.0,Yes,468,300,0,Rural,N
Male,Yes,2,Graduate,No,38314.0,18909.0,Yes,412,60,1,Rural,Y
Other,Yes,2,Not Graduate,Yes,11267.0,29930.0,Yes,327,300,1,Rural,Y
Male,No,2,Graduate,Yes,42812.0,39467.0,Yes,494,60,0,Semiurban,N
Other,Yes,0,Not Graduate,No,6775.0,2635.0,Yes,266,240,0,Urban,N
Other,No,1,Graduate,No,66078.0,22156.0,Yes,134,60,1,Urban,Y
Other,No,3,Not Graduate,Yes,28875.0,23221.0,Yes,538,360,1,Semiurban,N
Other,Yes,2,Not Graduate,Yes,50589.0,12406.0,Yes,386,120,1,Rural,Y
Female,No,0,Graduate,Yes,6534.0,37927.0,Yes,128,360,0,Semiurban,Y
Other,Yes,1,Not Graduate,Yes,70589.0,259.0,Yes,568,60,0,Rural,N
Male,Yes,1,Graduate,Yes,42880.0,19380.0,Yes,505,240,0,Semiurban,Y
Female,No,3,Graduate,Yes,21083.0,24192.0,Yes,338,180,1,Semiurban,Y
Female,No,2,Not Graduate,No,64807.0,41025.0,Yes,533,180,1,Urban,Y
Other,Yes,0,Graduate,No,54670.0,15733.0,Yes,405,60,0,Rural,N
Female,Yes,1,Not Graduate,No,57720.0,28653.0,Yes,130,360,0,Urban,N
Other,No,0,Not Graduate,No,45890.0,15593.0,Yes,171,300,0,Semiurban,N
Male,Yes,1,Graduate,Yes,42600.0,24624.0,Yes,619,120,1,Rural,Y
Other,Yes,2,Not Graduate,Yes,44329.0,48948.0,Yes,682,360,0,Urban,N
Female,Yes,2,Graduate,No,6739.0,16032.0,Yes,551,300,0,Semiurban,Y
Male,No,3,Graduate,Yes,23757.0,34434.0,Yes,97,240,0,Rural,N
Other,Yes,1,Not Graduate,Yes,36107.0,25235.0,Yes,686,300,1,Urban,N
Male,Yes,0,Graduate,Yes,5862.0,45955.0,Yes,458,240,1,Semiurban,N
Male,Yes,1,Not Graduate,No,20487.0,48721.0,Yes,62,360,0,Semiurban,N
Female,No,0,Not Graduate,No,31353.0,21383.0,Yes,273,180,0,Semiurban,N
Male,No,3,Graduate,No,11984.0,28117.0,Yes,276,60,0,Urban,N
Female,No,1,Not Graduate,No,26130.0,49512.0,Yes,413,120,0,Urban,N
Male,Yes,2,Graduate,No,40279.0,5714.0,Yes,240,360,0,Urban,N
Other,No,0,Graduate,No,43080.0,6043.0,Yes,517,180,0,Semiurban,N
Other,No,3,Graduate,Yes,57557.0,7522.0,Yes,488,120,0,Urban,N
Other,Yes,3,Not Graduate,No,44499.0,11553.0,Yes,272,300,1,Rural,N
Male,No,0,Graduate,Yes,8356.0,43078.0,Yes,91,360,0,Urban,Y
Other,Yes,1,Graduate,Yes,32778.0,28509.0,Yes,238,300,1,Rural,Y
Male,Yes,2,Graduate,No,66192.0,36528.0,Yes,641,120,0,Semiurban,N
Male,No,2,Not Graduate,Yes,55183.0,29784.0,Yes,87,360,0,Semiurban,N
Other,Yes,0,Not Graduate,Yes,32980.0,8368.0,Yes,386,360,1,Rural,Y
Other,No,0,Graduate,No,38819.0,6170.0,Yes,158,60,0,Urban,Y
Female,No,0,Not Graduate,Yes,17065.0,40896.0,Yes,675,300,0,Semiurban,N
Other,Yes,3,Not Graduate,No,13559.0,9504.0,Yes,413,300,0,Rural,N
Female,Yes,3,Graduate,Yes,11656.0,39751.0,Yes,182,180,1,Semiurban,Y
Other,No,2,Graduate,Yes,46210.0,31536.0,Yes,389,60,1,Urban,Y
Male,No,1,Not Graduate,Yes,64988.0,29246.0,Yes,559,300,0,Urban,N
Male,Yes,3,Not Graduate,No,32529.0,44007.0,Yes,353,180,1,Rural,Y
Male,No,1,Graduate,No,21262.0,8722.0,Yes,103,300,1,Urban,Y
Male,Yes,0,Not Graduate,No,68087.0,47381.0,Yes,203,360,1,Rural,Y
Female,Yes,1,Not Graduate,Yes,40649.0,48102.0,Yes,423,300,0,Urban,Y
Other,No,0,Not Graduate,Yes,56788.0,11609.0,Yes,476,60,0,Semiurban,N
Male,No,1,Not Graduate,Yes,54686.0,44610.0,Yes,91,120,0,Rural,N
Male,Yes,2,Graduate,Yes,45865.0,34029.0,Yes,656,180,0,Semiurban,Y
Female,Yes,0,Graduate,No,39577.0,5282.0,Yes,664,360,0,Urban,N
Other,Yes,0,Graduate,Yes,67327.0,19270.0,Yes,686,300,0,Rural,N
Other,Yes,2,Not Graduate,No,63052.0,21326.0,Yes,391,120,0,Semiurban,N
Female,No,0,Graduate,Yes,39409.0,28964.0,Yes,211,180,1,Rural,N
Female,Yes,0,Not Graduate,Yes,31080.0,21531.0,Yes,266,180,1,Semiurban,Y
Other,No,3,Not Graduate,No,31195.0,45960.0,Yes,89,180,0,Urban,N
Female,No,2,Graduate,No,69192.0,24354.0,Yes,680,360,0,Semiurban,N
Other,No,3,Not Graduate,No,18609.0,15983.0,Yes,672,300,0,Urban,Y
Other,Yes,2,Not Graduate,No,22535.0,38639.0,Yes,678,360,0,Rural,N
Male,Yes,1,Not Graduate,Yes,7110.0,18162.0,Yes,542,240,1,Rural,Y
Male,No,2,Graduate,No,10207.0,37528.0,Yes,74,300,0,Rural,N
Other,No,2,Graduate,No,65544.0,20744.0,Yes,334,240,1,Rural,Y
Other,No,3,Graduate,Yes,51637.0,34748.0,Yes,116,300,0,Urban,Y
Other,No,0,Graduate,Yes,36074.0,28128.0,Yes,352,180,0,Rural,N
Other,Yes,2,Graduate,Yes,44664.0,24976.0,Yes,527,360,1,Urban,N
Other,No,0,Graduate,Yes,46872.0,22987.0,Yes,265,240,1,Semiurban,Y
Other,Yes,2,Graduate,No,15185.0,45832.0,Yes,154,180,1,Semiurban,N
Female,Yes,3,Graduate,No,23878.0,20021.0,Yes,482,180,1,Rural,N
Other,Yes,2,Graduate,Yes,4396.0,23684.0,Yes,670,60,1,Urban,Y
Female,Yes,1,Graduate,No,6460.0,25790.0,Yes,99,240,1,Semiurban,Y
Female,No,2,Not Graduate,No,54314.0,1147.0,Yes,261,300,0,Urban,N
Other,Yes,2,Graduate,Yes,48389.0,5550.0,Yes,651,240,1,Semiurban,Y
Other,No,0,Not Graduate,No,10676.0,23769.0,Yes,438,360,1,Rural,Y
Female,Yes,0,Not Graduate,No,40312.0,44908.0,Yes,318,120,0,Semiurban,N
Female,No,1,Graduate,Yes,6148.0,35218.0,Yes,240,300,0,Rural,N
Other,No,2,Graduate,No,15272.0,7138.0,Yes,344,180,0,Rural,Y
Other,No,0,Not Graduate,No,69363.0,32688.8,Yes,478,60,1,Semiurban,Y
Female,No,2,Graduate,Yes,5655.0,16328.0,Yes,66,240,1,Rural,N
Female,Yes,3,Not Graduate,Yes,58863.0,9065.0,Yes,492,60,1,Urban,Y
Male,No,1,Graduate,Yes,64045.0,8565.0,Yes,404,120,0,Urban,N
Female,Yes,3,Graduate,Yes,48517.0,32079.0,Yes,641,60,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,46638.0,1194.0,Yes,620,240,0,Semiurban,N
Other,Yes,0,Not Graduate,Yes,57322.0,39255.0,Yes,401,120,1,Semiurban,Y
Other,Yes,1,Not Graduate,Yes,7222.0,29533.0,Yes,530,300,1,Urban,N
Female,Yes,2,Graduate,No,54141.0,19865.0,Yes,427,240,1,Urban,Y
Other,No,0,Not Graduate,Yes,13716.0,45356.0,Yes,441,240,0,Semiurban,N
Other,Yes,3,Graduate,No,63644.0,5615.0,Yes,79,120,1,Rural,Y
Other,No,0,Graduate,Yes,72716.0,40226.0,Yes,180,360,0,Rural,N
Other,No,1,Graduate,Yes,4382.0,15084.0,Yes,450,60,1,Semiurban,N
Male,Yes,3,Graduate,No,67347.0,31156.0,Yes,100,120,1,Rural,Y
Female,No,3,Graduate,No,7167.0,26725.0,Yes,641,60,1,Semiurban,Y
Female,No,1,Not Graduate,Yes,61373.0,34825.0,Yes,241,240,0,Semiurban,N
Female,No,1,Not Graduate,No,51721.0,44072.0,Yes,123,120,0,Semiurban,N
Other,No,2,Graduate,Yes,31823.0,18801.0,Yes,428,120,0,Semiurban,N
Other,No,2,Not Graduate,Yes,63972.0,49277.0,Yes,552,240,0,Rural,N
Male,No,2,Graduate,No,57534.0,35600.0,Yes,521,240,1,Semiurban,Y
Male,Yes,1,Graduate,Yes,49035.4,37246.0,Yes,160,360,1,Semiurban,N
Female,No,3,Graduate,Yes,27121.0,22854.0,Yes,417,360,1,Semiurban,Y
Male,No,3,Not Graduate,No,74736.0,18620.0,Yes,226,360,0,Urban,Y
Male,Yes,0,Not Graduate,Yes,25126.0,14142.0,Yes,69,60,0,Urban,N
Male,Yes,2,Graduate,Yes,64581.0,17393.0,Yes,254,240,0,Rural,Y
Male,Yes,3,Graduate,No,29123.0,3778.0,Yes,590,300,0,Semiurban,N
Male,No,3,Graduate,No,54036.0,33709.0,Yes,571,360,1,Semiurban,N
Female,Yes,3,Graduate,Yes,18590.0,36371.0,Yes,58,180,1,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,49265.0,36748.0,Yes,624,60,0,Urban,N
Female,No,2,Not Graduate,No,70720.0,37136.0,Yes,201,300,1,Urban,Y
Other,No,3,Not Graduate,Yes,25701.0,47068.0,Yes,129,360,1,Semiurban,N
Male,No,3,Not Graduate,No,44178.0,41461.0,Yes,593,180,0,Semiurban,N
Other,Yes,3,Graduate,No,40118.0,44778.0,Yes,565,240,0,Urban,Y
Female,No,3,Not Graduate,No,28387.0,48614.0,Yes,175,180,0,Semiurban,Y
Female,Yes,0,Graduate,Yes,60613.0,32671.0,Yes,557,360,1,Urban,Y
Other,No,3,Graduate,Yes,49666.0,31970.0,Yes,424,120,0,Rural,N
Female,Yes,3,Not Graduate,Yes,42135.0,1250.0,Yes,583,120,1,Urban,N
Male,No,3,Not Graduate,Yes,32554.0,43348.0,Yes,200,180,1,Rural,Y
Other,No,0,Graduate,Yes,45146.0,18703.0,Yes,267,240,0,Semiurban,N
Male,No,1,Graduate,No,15988.0,38678.0,Yes,331,300,0,Urban,Y
Female,Yes,3,Not Graduate,No,19456.0,2957.0,Yes,669,60,0,Semiurban,N
Other,Yes,1,Not Graduate,Yes,73578.0,22722.0,Yes,244,300,1,Urban,Y
Other,No,3,Not Graduate,Yes,32214.0,13894.0,Yes,475,240,0,Semiurban,N
Male,Yes,1,Not Graduate,No,64405.0,25772.0,Yes,613,120,1,Rural,Y
Female,No,3,Graduate,No,14034.0,32754.0,Yes,113,240,1,Urban,N
Male,No,3,Not Graduate,No,3877.0,36042.0,Yes,222,360,1,Semiurban,Y
Female,No,1,Graduate,No,65718.0,25632.0,Yes,446,300,1,Semiurban,N
Male,Yes,1,Not Graduate,Yes,61100.0,43218.0,Yes,209,360,1,Rural,Y
Other,No,3,Not Graduate,Yes,12642.0,29484.0,Yes,479,240,1,Urban,Y
Male,Yes,0,Not Graduate,No,68143.0,47856.0,Yes,100,240,0,Urban,N
Female,No,0,Graduate,Yes,53483.0,72143.2,Yes,264,180,0,Semiurban,N
Female,No,0,Graduate,Yes,68293.0,34674.0,Yes,669,180,0,Rural,N
Other,No,0,Not Graduate,Yes,52508.0,2939.0,Yes,589,120,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,3579.0,30550.0,Yes,324,360,0,Semiurban,Y
